,text,type,dataset
794,RT @sudhasubedi: Any places to buy tents and blankets? We want to buy them. #nepal #earthquake,0,Nepal Earthquake
795,RT @DavidGellner: Please consider donating to the Clean up Nepal Earthquake Fund. Great work and 100% transparent. http://t.co/9swzf9RZmZ v…,2,Nepal Earthquake
796,#Nepal Earthquake: Villagers in the remote community of Ghyangphedi fear hunger and #starvation http://t.co/RvkgPojm83 via @TIMEWorld,0,Nepal Earthquake
797,"Italy quake kills 159 as rescuers race to find survivors: ACCUMOLI, ITALY: Rescuers worked into... https://t.co/xSoj8x8B9G &lt;--Full Story",1,Italy Earthquake
798,We have a collection of resources and evidence related to health and #earthquake - https://t.co/Ls3AscsllQ @CochraneLibrary #ItalyEarthquake,1,Italy Earthquake
799,"RT @airnewsalerts: Prime Minister #NarendraModi orders immediate dispatch of relief &amp; medical teams to #Nepal. 

#earthquake",1,Nepal Earthquake
800,Italians are being urged to drop their Wi-Fi passwords to help earthquake victims https://t.co/2bgmLfhoyO https://t.co/6yh2yYUlte,0,Italy Earthquake
801,#China has no cricket team\nWhy ?\nBecause they eat bats and don't understand boundaries.\n#LAC     #covid19,2,Covid-19
802,Contradictory reports: Patiala lab tests Moga's #Covid19 nodal officer negative for #Coronavirus a day after Faridkot lab declared him tested positive for virus.\n\n@HTPunjab @htTweets,2,Covid-19
803,RT @enlightenedme_: It takes an earthquake to remind us that we walk on the crust of an unfinished planet.,2,Nepal Earthquake
804,#lockdownextension #LockdownCooking #Cooking #cookingtips #DIY #mealkit #GurugramCoronaBulletin #cookityourself #MasterChef #InnovationAmidCOVID19 #innovations #chef #beingchef #weekend #weekendmood #weekendlockdown #Easycooking #startups #Entrepreneurs #Indian #COVID19 #lockdown https://t.co/l5zL79wqEU,2,Covid-19
805,"From water to electricity, no safe shelter, no toilets, no food and rain. You're facing a lot #Nepal citizens. Have strength and be safe",0,Nepal Earthquake
806,"RT @EconomicTimes: #Nepal needs 1 mn tents for temporary rehabilitation as more than 300,000 buildings collapsed during the #earthquake htt…",0,Nepal Earthquake
807,"Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine — donate today: https://t.co/2wOhYLZGok",0,Italy Earthquake
808,Photos: Nepal struck by powerful earthquake - WSJ http://t.co/yD2NXSHRHM,2,Nepal Earthquake
809,RT @ABVPcentral: work by HSS and PVP now in its full swing in earthquake affected Nepal. In hospitals at kathmandu &amp; food etc... http://t.c…,1,Nepal Earthquake
810,"@kotoshimikoto これアメリカ地質調査所のデータなんだけど、向こうはメルカリ震度階級ってのを使ってます。フィレンツェは気象庁震度階級でいうと震度2くらいですかね。
https://t.co/3lVRJO9DiO",2,Italy Earthquake
811,"#Delhi
Need #Blood Type :  A-positive
At : Sir Gangaram
Blood Component : Need Plasma A+ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9654247705
Secondary Number : 83739297720
Via: @ForeverFilmyy 
#BloodMatters
Powered by Twitter https://t.co/7NAYPp7sXI",0,Covid-19
812,Urgently needed some volunteers who have good command over english language for #earthquake relief contact 9840093843,0,Nepal Earthquake
813,World wide leadership is useless if leadership are serious they were stop this epidemic there were doing there dirty politics in this time. Stupid people voting them destroying  future generations. They dont deserive legendary seat.\n#2020Election\n#COVID19,2,Covid-19
814,"Nepal quake toll crosses 3,200

A devastating earthquake that rattled Nepal two days ago has left at least 3,218... http://t.co/W2ucLFpCX8",2,Nepal Earthquake
815,"You gotta RT this aplenty : @ibnlive: Gynaecologists, Pediatricians needed in earthquake-hit Nepal: IMA http://t.co/hA6iJaU1dz""",0,Nepal Earthquake
816,Last weekend ....earthquake hits nepal http://t.co/JXqtcoYOX7,2,Nepal Earthquake
817,Why are AKTU not promote their student Or not postponed their exam in Covid19. \n\n#Zeenews\n@ZeeNews \n@sudhirchaudhary \n@AKTU_Lucknow \n@AktuStudents \n#NoExamsInCovid,2,Covid-19
818,"Earthquake victims of Nepal who are in the rural hill areas need shelter, food, medicine and water.",0,Nepal Earthquake
819,RT @poojainsa65: #NepalDisasterReliefByMSG   guru ji provided 271 Tents to the Earthquake Victims in Nepal #MSGHelpEarthquakeVictims,1,Nepal Earthquake
820,https://t.co/lOSfcFps4J #coronaupdate #covid19 #coronanews #ludhiananews,2,Covid-19
821,"RT @NitiCentral: Earthquake relief: 2,500 Indians evacuated from Nepal; MPs to donate salary http://t.co/vgffJ6dmbf",2,Nepal Earthquake
822,#topnews What We Know About Nepal’s Earthquake-Hit Gorkha District: Gorkha is one of the closest districts to ... http://t.co/WypRlCQi9q,2,Nepal Earthquake
823,In Pictures: Revisiting The Destruction And Despair Nepal Earthquake Has Left Behind http://t.co/mj0AD0ZNAq http://t.co/EzxlAUzx5s,2,Nepal Earthquake
824,"Queue waiting their turn to have water at Pulchwok, Lalitpur, near to Plan office as earthquake has damaged water... http://t.co/CHKGiJTxEV",0,Nepal Earthquake
825,RT @yyaasshh123: STOP! earthquake is not a joke! Lots of people died due to this earthquake! Do not beleave in fake messages! #NepalEarthqu…,2,Nepal Earthquake
826,RT @WickedGreenMom: #NepalEarthquake &amp; an update on our Medical Team still there for the annual Medical Camp http://t.co/Ikc6lGJt6m #OneWor…,1,Nepal Earthquake
827,"Deadly quake devastates mountain region in central Italy
Italy quake:  https://t.co/P5KqRDeBzJ",2,Italy Earthquake
828,Truth Proven during #COVID19 Apni marzi se kahan apne safar ke hum hain https://t.co/G9IGhAMF9B via @YouTube,2,Covid-19
829,"RT @DrYasirShirazi: Pakistan Army/PAF Did Great Job!In very Short Time sending Medicine,Blankets,Tents,30 Bed Hospital &amp; Doctors 2 Nepal! h…",1,Nepal Earthquake
830,Salvationist: The #SalvationArmy is preparing to assist people in need after devastating #ItalyEarthquake: https://t.co/Rocow9nxoq,1,Italy Earthquake
831,Earthquake in kolkata again.. :O Everyone safe??,2,Italy Earthquake
832,Donate blood and save lifes.....we are with u .... #Nepal,0,Nepal Earthquake
833,"At least, people should get #water to drink if not food immediately ! #earthquake",0,Nepal Earthquake
834,"AYON is mobilizing support for #earthquake victims - urgent need of doctors, food supply, water purifier &amp; tent,... http://t.co/uiVKuofa2B",0,Nepal Earthquake
835,RT @NavenduMohan: Nepal Earthquake: Doctors offer to do complex surgeries in India; IMA ready to bare all expenses... http://t.co/zXLH4pEQIv,1,Nepal Earthquake
836,"Sentivo che c'è bisogno di sangue, chi può donare aiuti! 
Blood needed for the earthquake emergency please RT!",0,Italy Earthquake
837,Nepal Earthquake: Pvt Nepalese Helicopter Helps IAF In Rescue Operation: http://t.co/J2aGSNqEuA via @YouTube,1,Nepal Earthquake
838,We are praying for peoples who left there life in Nepal earthquake trazdy and Panna bus accident also.Ram ram ram ram,1,Nepal Earthquake
839,@sudhirchaudhary Postponed the jee and neet exam sir. Because ever day we create a new record of +ve #COVID19 cases. So than we cannot attend in a exam.\n#postponejeeneet #NoExam #StudentsLivesMatter #jeepostpone2020 #jeemains2020postpone #NoExamsInCovid #postponejeeneet #parentsministermeeting,2,Covid-19
840,@AashaBisht ya but precautions we must take like earthquake resistant buildings.,2,Nepal Earthquake
841,#FollowMe #FF #RT India rushes 13 military aircraft with aid to Nepal: India on Sunday dis... http://t.co/cCyepinD7h #FollowBack #Follow,2,Nepal Earthquake
842,"A Heartfelt lament to the earthquake's victim. 
#WillRemainInOurHeart 
2072/01/12
#Nepal",2,Nepal Earthquake
843,Human traffickers targeting Nepalese villages following earthquake via @YahooNewsDigest.,2,Nepal Earthquake
844,"GREAT DONATION SITE!  Earthquake Relief for Osho Tapoban, Nepal | Prem Geet's Fundraiser on CrowdRise https://t.co/r9Qqby1xrm",2,Nepal Earthquake
845,@rohit_chahal @ANI_news  so I must agree with #government and the #media publicity stunt on sensitive matter like# Nepal earthquake is it..,2,Nepal Earthquake
846,แผ่นดินไหวขนาด 7.0 ประเทศพม่า 2016-08-24 17:34:39 ตามเวลาประเทศไทย https://t.co/DysuuGv0Ji,2,Italy Earthquake
847,"Two reported dead in #arquata del tronto, people are asked to donate #blood  #amatrice #terremoto #earthquake https://t.co/x5W5xCshrp",0,Italy Earthquake
848,"RT @fingkisher: Golden Temple, Amritsar to send 1 lakh meals to #Nepal everday. #Earthquake",1,Nepal Earthquake
849,"@DrRPNishank @nptelindia @narendramodi @AmitShah @PMOIndia @HMOIndia @HRDMinistry @mygovindia @transformIndia @PIB_India @MIB_India @DDNewslive We student of GNDU are not ready to come for final semester exams in this covid19 outbreak as due to many reasons,Life matters.many universities are cancelling exams for safety of students like Odisha, Maharashtra &amp;ALL IIT's,NIIT's, so UGC must cancel&amp;promote students for safety",2,Covid-19
850,"Nepal #earthquake – A Poetic Tribute: TweetWhen the earth shivered in tremors , taking several lives, converti... http://t.co/J1Tt1DsFuA",2,Nepal Earthquake
851,Earthquake: Manisha Koirala thanks Modi for helping Nepal in hour of need http://t.co/3VgTqXeM8W,2,Nepal Earthquake
852,At least 41 Indians are among 57 foreigners killed in Nepal in the powerful earthquake that left a trail of... http://t.co/9cGNhBhTjz,2,Nepal Earthquake
853,"Nepal earthquake: UN says 8 million affected - 1.4 million people are in need of food assistance, says UN http://t.co/6XX9LNhGEF",0,Nepal Earthquake
854,"To think about the girls who will be married early due to this saddens me. We have our focus on covid19 but elements who wanna disturb our harmony will use every opportunity to do it. \nEven now they are active &amp; spreading misinformation. Most of it is done by ISI, Pakistan 3/n",2,Covid-19
855,@SoniaCerca so did the loss of wifi have anything to do with the earthquake or no?,0,Italy Earthquake
856,Yahoo News : Baby born in field hospital after Nepal earthquake http://t.co/yJHjgAzkP6,1,Nepal Earthquake
857,Photo: Italian Red Cross teams assist with rescues after a 6.0-magnitude earthquake in central Italy - @Francescorocca via @Breaking,1,Italy Earthquake
858,#Earthquake (#deprem) M2.9 strikes 22 km N of #Kemah (#Turkey) 12 min ago. More info: https://t.co/7irQ729wg2,2,Italy Earthquake
859,@misaelfresz Rescuers Search for Survivors in Italy Quake That Killed 247: Rescue crews using bulldozers and their bare h...  @jesusfresz,1,Italy Earthquake
860,RT @aolon: Hospital struggles to care for #Nepal earthquake victims (VIDEO) http://t.co/naPXNIsZZY,0,Nepal Earthquake
861,"@AkshatRathi Real Q is, even when you know that earthquake A is 10x more powerful than B, what does that physically mean? Tough to imagine.",2,Nepal Earthquake
862,"RT @meetpatel125: Earthquake in Nepal.Golden Temple to send 1lac and Delhi Gurdwaras to send 25k meals daily
Those who share sardarjokes,pl…",1,Nepal Earthquake
863,"RT @JantaKaReporter: Yoga guru Baba Ramdev and members of his organization donating blood to the needy. 
#Nepal #Kathmandu",1,Nepal Earthquake
864,TIL Desk Kathmandu/ Life goes on: Nepal earthquake fails to shake people's faith...,2,Nepal Earthquake
865,"Watch Earthquake Updates Here =&gt;&gt;
http://t.co/Y2MCMXTy6D",2,Nepal Earthquake
866,RT @dipakbhattarai: TU teaching hospital. #Earthquake injured are getting treatment on open space. Tents are urgent need. http://t.co/Dp2fs…,0,Nepal Earthquake
867,"The tremors continue!
#PapaNewGuinea experiences 7.4 earthquake!",2,Nepal Earthquake
868,Mizoram govt announces relaxations to lockdown in view of decline in number of #COVID19 cases\n\nhttps://t.co/wBu6CA8aTn,2,Covid-19
869,"DAMAGE: Houses swept away. Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJRnFzT #NepalWatch",0,Nepal Earthquake
870,Nepal earthquake: Affected injured persons boarding on an IAF Helicopters - FacenFacts http://t.co/rJx50ehX3T via @facenfacts,1,Nepal Earthquake
871,"RT @ukilnarayan: Earthquake victim of Nepal need food, cloths, shelter not bible. Please stop this stupid relief work.",0,Nepal Earthquake
872,We will live with Covid19 for months. Let\u2019s not deny it or panic: Dr. Faheem Younus https://t.co/OxcYhyVokp,2,Covid-19
873,"Lt. Colonel Tursi, Officer Commanding Italy &amp; Greece, works with authorities to see how The Salvation Army can help after Italy earthquake.",1,Italy Earthquake
874,"Hidden in earthquake debris, a Himalayan mental wreckage: A girl, perhaps in her early 20s, sits in front of D... http://t.co/NSKjMfQ8da",2,Nepal Earthquake
875,Thanks for sharing!\n We all need right information and positive stories to fight the pendamic!\n\nThanks @batra_neeta for taking time to share each minute detail. Your father is a real fighter.\n Pay our sincere regards! \ud83d\ude4f\n\n#TogetherWeCan \n#DelhiFightsCorona \n#Blessings \n#COVID19 https://t.co/JvrDcg0CQI,2,Covid-19
876,Comcast Provides Free Calls to Italy Following Earthquake https://t.co/LXnoehWOC8,1,Italy Earthquake
877,@DrRPNishank @ZeeNews @sudhirchaudhary Sir @DrRPNishank @DG_NTA @HRDMinistry Today only over 17000+ cases of #COVID19 Came and it will be nearly +6lakh at the end of July if it increases like that and still you are thinking of exams \n#parentsministermeeting \n#NoExamsInCovid \n#Wakeup_DrRPNishank_pospon_JEENeet,2,Covid-19
878,Help out! Give to  Solar lamp  to Nepal earthquake victims http://t.co/CJwspKVX02. Raise funds on #indiegogolife,0,Nepal Earthquake
879,"@Mushroomdealer I'm fine, the epicenger wasnt in Rome but I had friends there (ok) and however I felt the earthquake very well, 20 seconds",2,Italy Earthquake
880,"CRIMES WARRIOR BREAKING
AFTER EARTHQUAKE TOP REQUIREMENT OF NEPAL
FOOD, WATER, BLANKET, MEDICINE, TENT
NEPAL EMBASSY OFFICIALS IN INDIA",0,Nepal Earthquake
881,when i saw the window of the kitchen shaking at first i didn't realize it was an earthquake,2,Italy Earthquake
882,US choppers begin Nepal earthquake reconnaissance flights: US military helicopters… http://t.co/S3t6cNoQk3 SPS®,1,Nepal Earthquake
883,"#SEBS Earthquake Relief Action Project (Melamchi, Sindhupalchowk): Distribution of 2000 sacks of rice and 2000... http://t.co/kD6ZIQy9v9",2,Nepal Earthquake
884,"RT @GodslayerRon: Donate money to help survivors of Nepal get food, water and shelter, NOT churches.",0,Nepal Earthquake
885,I added a video to a @YouTube playlist http://t.co/FA0TeGniPU Nepal Earthquake Chief Secretary Briefing,2,Nepal Earthquake
886,My social work campaign !!!solar panal mobile charge sevice to Earthquake victims manbu bashi 2 Gorkha!!! http://t.co/2b06Xc9H5z,1,Nepal Earthquake
887,"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…",0,Nepal Earthquake
888,Nepal earthquake: Team of Surgical Specialist at Army Field Hospital - FacenFacts http://t.co/sjN042h7cu via @facenfacts,1,Nepal Earthquake
889,RT @GundrukPost: Israel is preparing to send search/rescue teams along with humanitarian aid to #Nepal http://t.co/OfMYDwVYYw,1,Nepal Earthquake
890,The unprecedented death &amp;  destruction caused by Nepal earthquake is a great human tragedy. All nations should extend help to rebuild Nepal.,2,Nepal Earthquake
891,"The earthquake in Nepal is a direct result of Chinese depredations in occupied Tibet. #NepalEarthquake 
http://t.co/LbD4ghi197",2,Nepal Earthquake
892,"Emergency contact information distributed by the Italian Red Cross #Terremoto (@crocerossa ) #Amatrice 
#Earthquake https://t.co/o1l15vnjsZ",1,Italy Earthquake
